OID_,OBJECTID_1,OBJECTID_2,OBJECTID,GEOMETRYID,CREATEDATE,EDITDATE,NOTES,TRLNAME,TRLSTATUS,TRLSURFACE,TRLUSE,CREATEUSER,EDITUSER,TRLALTNAME,MAPLABEL,TRLTYPE,TRLCLASS,SEASDESC,MAINTAINER,ISEXTANT,UNITCODE,UNITNAME,GROUPCODE,REGIONCODE,MAPMETHOD,MAPSOURCE,SRCESCALE,SOURCEDATE,XYACCURACY,FACLOCID,FACASSETID,FEATUREID,SEASONAL,TRLFEATTYP,SEGNAME,SEGMENT,UNIT,UNITNUM,STANDARD,USERCLASS,HORSE_USE,OLDNAME,FMSSINFO,FMSS_YRBLT,Lngth_Mtrs,Lngth_Mile,GlobalID,Shape_Leng,PUBLICDISP,DATAACCESS,Shape__Len,GlobalID_2,min_elevat,max_elevat,total_elev
235,237.000000000000000,238.000000000000000,283.000000000000000,5f2782ec-6330-438f-a0f5-e3e6e66c94e9,1442534400000.000000000000000,1691164799706.000000000000000, ,Dream Lake - Lake Haiyaha Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,LAKE HAIYAHA TRAIL,Lake Haiyaha Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32494, , ,No,Park Trail,DREAM LAKE - LAKE HAIYAHA,FR-03,FRONT RANGE,1.000000000000000,D,F,N,LAKE HAIYAHA TRAIL,FR-03 Dream Lake - Lake Haiyaha,1935,1111.612145306070033,0.690722382586806,{40244DAF-7FD3-46AE-A4AF-61319EF6A655},1111.210118089999924,Public Map Display,Unrestricted,1111.210118091950108,f5917479-bc71-4974-8b71-7374b60dda8f,2998.137939453125000,2998.137939453125000,0.000000000000000
236,238.000000000000000,239.000000000000000,284.000000000000000,ba352e00-77fb-46d5-957f-09810a6790e1,1442534400000.000000000000000,1691164799985.000000000000000, ,Dream Lake - Lake Haiyaha Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,LAKE HAIYAHA TRAIL,Lake Haiyaha Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32494, , ,No,Park Trail,DREAM LAKE - LAKE HAIYAHA,FR-03,FRONT RANGE,1.000000000000000,D,F,N,LAKE HAIYAHA TRAIL,FR-03 Dream Lake - Lake Haiyaha,1935,382.052734995161018,0.237396088648350,{2010516D-3E81-4859-88A0-D8AA953BBB9C},381.914669090000018,Public Map Display,Unrestricted,381.914669088247024,0bfdf176-e4ee-4bc0-8435-b6f00007d4fe,2998.137939453125000,3303.580078125000000,305.442138671875000
237,239.000000000000000,240.000000000000000,285.000000000000000,774fba6f-c75a-4c7b-aee8-5cff635f38ba,1442534400000.000000000000000,1691164800302.000000000000000, ,New Storm Pass,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,NONE,Storm Pass Tr (East),Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32673, , ,No,Park Trail,NEW STORM PASS,LP-17,LONGS PEAK,2.000000000000000,D,ALL,Y,NONE,LP-17 New Storm Pass,2000,777.728087469175989,0.483256862431525,{E38700F6-489C-420A-A615-81F2CD41845C},777.437368569999990,Public Map Display,Unrestricted,777.437368573390017,2a85c824-dcc0-4309-b941-eeb7d688057e,2752.165771484375000,2838.427978515625000,-86.262207031250000
238,240.000000000000000,241.000000000000000,286.000000000000000,7c46250a-8fec-4d46-8d5d-3f5e4d24e947,1442534400000.000000000000000,1691164800597.000000000000000,GPSed by Vicki Pelton,Aspen Brook Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,ASPEN BROOK TRAIL,Aspen Brook Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,GNSS,GNSS,1:10000, ,3-5m,32627, , ,No,Park Trail,ASPEN BROOK,LP-13,LONGS PEAK,2.000000000000000,D,ALL,Y,ASPEN BROOK TRAIL,LP-13 Aspen Brook,1915,3185.796258172560101,1.979558060041880,{861B8EBB-DE9A-443E-9249-043F1D9AAC01},3184.607196259999910,Public Map Display,Unrestricted,3184.607196255809868,babd92f9-55d0-4eaf-8b0f-8c10a040cde7,2642.301513671875000,2838.427978515625000,-196.126464843750000
239,241.000000000000000,242.000000000000000,287.000000000000000,236b7078-b327-448b-a3db-4d6c638b0049,1442534400000.000000000000000,1691164801053.000000000000000, ,Aspen Brook Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,ASPEN BROOK TRAIL,Aspen Brook Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized,DOQQ,1:24000, ,3-5m,32627, , ,No,Park Trail,ASPEN BROOK,LP-13,LONGS PEAK,2.000000000000000,D,ALL,Y,ASPEN BROOK TRAIL,LP-13 Aspen Brook,1915,17.669417013646999,0.010979244757375,{DFFBCD49-64D4-4119-987B-41914D5F626A},17.662816299999999,Public Map Display,Unrestricted,17.662816302294701,238aa35b-34db-4ab5-8722-bda9ba62df31,2838.427978515625000,2838.427978515625000,0.000000000000000
240,242.000000000000000,243.000000000000000,288.000000000000000,e1576f7a-a0ad-45d8-a8e9-6e7dc59b999b,1442534400000.000000000000000,1691164801495.000000000000000, ,Baldpate - Wind River Pass Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,WIND RIVER RANCH-LILY MTN TRAIL,Wind River Pass Tr,Standard Terra Trail,Class 2: Moderately Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32626, , ,No,Park Trail,BALDPATE - WIND RIVER PASS,LP-12,FRONT RANGE,1.000000000000000,E,ALL,Y,WIND RIVER RANCH-LILY MTN TRAIL,LP-12 Baldpate/Wind River Pass,1915,817.800550917409964,0.508156687020493,{D2534725-9700-43A4-B896-848A257C0E78},817.494552350000049,Public Map Display,Unrestricted,817.494552353781955,07c6dc87-5b89-439f-94c1-ff41b893cedc,2752.165771484375000,2838.427978515625000,86.262207031250000
241,243.000000000000000,244.000000000000000,289.000000000000000,{1B3A28EF-84E0-46FC-A0F3-828682F6E270},1442534400000.000000000000000,1691164801786.000000000000000, ,New Storm Pass,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,NONE,Storm Pass Tr (East),Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32673, , ,No,Park Trail,NEW STORM PASS,LP-17,LONGS PEAK,2.000000000000000,D,ALL,Y,NONE,LP-17 New Storm Pass,2000,3882.617662029570056,2.412541940563510,{C39FB9F1-402B-4750-BBA9-2D2C5911E49C},3881.172154310000224,Public Map Display,Unrestricted,3881.172154306610082,f4a92334-c4f6-449d-9b8c-c1f2669cb65f,2752.165771484375000,3137.686279296875000,299.258300781250000
242,244.000000000000000,245.000000000000000,290.000000000000000,6fce455c-eb54-4d38-bcd9-b008f6e7b939,1442534400000.000000000000000,1691164802109.000000000000000, ,Bear Lake - Glacier Gorge Junction - Loch Mills Junction Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,HORSE TRAIL,Glacier Gorge Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized,APPROX,Unknown, ,3-5m,32505, , ,No,Park Trail,BEAR LAKE - GLACIER GORGE JUNC. - LOCH MILLS JUNC.,FR-14,FRONT RANGE,1.000000000000000,D,F/E,Y,HORSE TRAIL,FR-14 Bear Lake - Glacier Gorge - Loch/Mills jct,1915,1233.597939937980073,0.766520689636339,{9F497D7E-1E26-43B5-BF22-FEF73F4A2701},1233.149371340000016,Public Map Display,Unrestricted,1233.149371343359917,ca673167-9c57-48f0-b873-3b063181e766,2844.366210937500000,3126.972900390625000,-282.606689453125000
243,245.000000000000000,246.000000000000000,291.000000000000000,47f66ddd-943b-4382-8d9f-71f086826bcd,1442534400000.000000000000000,1691164802365.000000000000000, ,Bear Lake - Glacier Gorge Junction - Loch Mills Junction Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,HORSE TRAIL,Stock Access,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized,APPROX,Unknown, ,3-5m,32505, , ,No,Park Trail,BEAR LAKE - GLACIER GORGE JUNC. - LOCH MILLS JUNC.,FR-14,FRONT RANGE,1.000000000000000,D,F/E,Y,HORSE TRAIL,FR-14 Bear Lake - Glacier Gorge - Loch/Mills jct,1915,4.951980799332090,0.003077012059181,{428C06B7-09D1-4C72-9220-4FEB69CE2138},4.950183710000000,Public Map Display,Unrestricted,4.950183709675770,775bf2a3-ed86-415e-9362-2941a0b50d65,3122.964355468750000,3122.964355468750000,0.000000000000000
244,246.000000000000000,247.000000000000000,292.000000000000000,cde6b0f9-c3af-49be-adcd-a821a03e839a,1442534400000.000000000000000,1691164802626.000000000000000, ,Lake Haiyaha To Mills/Loch Junction Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,LAKE HAIYAHA CUTTOFF,Lake Haiyaha Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,32498, , ,No,Park Trail,LAKE HAIYAHA TO MILLS/LOCH JUNC.,FR-07,FRONT RANGE,1.000000000000000,F,F,N,LAKE HAIYAHA CUTTOFF,FR-07 Lake Haiyaha to Mills/Loch junction,1915,1731.466255829700003,1.075881099937110,{80EB2667-9963-4622-9C0D-6C4EC65A8AFA},1730.839115300000003,Public Map Display,Unrestricted,1730.839115303610015,61e177a4-72ea-4d8e-940a-99e48cce701a,2998.137939453125000,3122.964355468750000,124.826416015625000
245,247.000000000000000,248.000000000000000,293.000000000000000,e6c54975-03bf-4332-ad81-e1a86538264f,1442534400000.000000000000000,1691164802906.000000000000000, ,Bear Lake - Glacier Gorge Junction - Loch Mills Junction Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,HORSE TRAIL,Glacier Gorge Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized,APPROX,Unknown, ,3-5m,32505, , ,No,Park Trail,BEAR LAKE - GLACIER GORGE JUNC. - LOCH MILLS JUNC.,FR-14,FRONT RANGE,1.000000000000000,D,F/E,Y,HORSE TRAIL,FR-14 Bear Lake - Glacier Gorge - Loch/Mills jct,1915,762.804902115394952,0.473984043501943,{6CB061BC-3F7C-4773-BB8C-A2FA1B40E43D},762.527756199999999,Public Map Display,Unrestricted,762.527756204539969,3451f901-c964-4fad-96c6-c573269bf537,3122.964355468750000,3126.972900390625000,4.008544921875000
246,248.000000000000000,249.000000000000000,294.000000000000000,6d61dc4d-781a-47f6-91ea-ebea760e7620,1442534400000.000000000000000,1691164803170.000000000000000, ,Lock/Mills Junction To Andrews/Sky Pond Junction Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,LOCH VALE TRAIL BEYOND LOCH-MILLS JUNCTI,Sky Pond Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized,DOQQ/2005,1:24000, ,3-5m,32499, , ,No,Park Trail,LOCK/MILLS JUNC. TO ANDREWS/SKY POND JUNC.,FR-08,FRONT RANGE,1.000000000000000,D,F/E,N,LOCH VALE TRAIL BEYOND LOCH-MILLS JUNCTI,FR-08 Loch/Mills junction to Andrews/Sky Pond jct,1915,1455.166801370379972,0.904196921874239,{3EB2CDF9-FF68-4455-95BB-86DF0851699D},1454.639706290000049,Public Map Display,Unrestricted,1454.639706294130065,e88f2447-4708-48ba-a764-d96def7bd496,3122.964355468750000,3122.964355468750000,0.000000000000000
247,249.000000000000000,250.000000000000000,295.000000000000000,17adf956-9f58-4285-9c72-e567a54a1b6d,1442534400000.000000000000000,1691164803433.000000000000000, ,Estes Cone Tr,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,ESTES CONE TRAIL,Estes Cone Trail,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32674, , ,No,Park Trail,ESTES CONE,LP-18,LONGS PEAK,2.000000000000000,E,F,N,ESTES CONE TRAIL,LP-18 Estes Cone,1915,990.807439392756010,0.615657968574697,{0F8DD0C4-019E-403E-AD2B-9D4D5711CC53},990.439824079999994,Public Map Display,Unrestricted,990.439824075005959,a701cd08-0991-4f51-8f88-398dd0ff6a8b,3011.307861328125000,3137.686279296875000,-126.378417968750000
248,250.000000000000000,251.000000000000000,297.000000000000000,077898d0-1d22-4989-866b-47261ca22bb7,1442534400000.000000000000000,1691164803709.000000000000000, ,Twin Sisters Tr,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,TWIN SISTERS TRAIL,Twin Sisters,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32628, , ,No,Park Trail,TWIN SISTERS,LP-14,LONGS PEAK,2.000000000000000,D,ALL,Y,TWIN SISTERS TRAIL,LP-14 Twin Sisters,1915,5172.138206195990279,3.213811255964900,{87BE9385-857A-4555-87F9-290391D7705F},5170.197344189999967,Public Map Display,Unrestricted,5170.197344186780356,3a62e776-550b-4940-9912-5ecf7fc5270e,2752.165771484375000,3163.756347656250000,-411.590576171875000
249,251.000000000000000,252.000000000000000,300.000000000000000,7a5dfdbf-90a4-4a99-939a-7eadd7c46011,1442534400000.000000000000000,1691164803982.000000000000000, ,North Longs Peak - Lower,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,NORTH LONGS PEAK TRAIL,North Longs Peak Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,32621, , ,No,Park Trail,NORTH LONGS PEAK - LOWER,LP-06,LONGS PEAK,2.000000000000000,D,ALL,Y,NORTH LONGS PEAK TRAIL,LP-06 North Longs Peak - lower portion,1915,3539.394079140280155,2.199273120198120,{C3A9D712-A6CA-4A00-B374-F2D013E974D1},3538.102542940000149,Public Map Display,Unrestricted,3538.102542942399850,ce18bd99-fefb-4817-b21b-5be94013acb9,2844.366210937500000,3126.972900390625000,-1.019287109375000
250,252.000000000000000,253.000000000000000,302.000000000000000,196ccdb8-bf8a-4fad-8f0e-1a817c4da7b2,1442534400000.000000000000000,1691164804280.000000000000000, ,Twin Sisters Tr,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,TWIN SISTERS TRAIL,Twin Sisters,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32628, , ,No,Park Trail,TWIN SISTERS,LP-14,LONGS PEAK,2.000000000000000,D,ALL,Y,TWIN SISTERS TRAIL,LP-14 Twin Sisters,1915,92.664386510751001,0.057578865166166,{7C2C9CCA-C205-4E4A-A361-15281658971E},92.629542000000001,Public Map Display,Unrestricted,92.629542000480598,41f990d8-55bc-4b45-9c29-65c509939d9f,3163.756347656250000,3163.756347656250000,0.000000000000000
251,253.000000000000000,254.000000000000000,303.000000000000000,e5fb9d32-fbca-4139-9ddc-cee89cad4176,1442534400000.000000000000000,1691164804560.000000000000000, ,Twin Sisters Tr,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,TWIN SISTERS TRAIL,Twin Sisters,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32628, , ,No,Park Trail,TWIN SISTERS,LP-14,LONGS PEAK,2.000000000000000,D,ALL,Y,TWIN SISTERS TRAIL,LP-14 Twin Sisters,1915,155.220654949794010,0.096449450526726,{3A01AF83-711B-45B4-B901-1AFAF06CEF9C},155.162271580000009,Public Map Display,Unrestricted,155.162271576396989,82b3f737-91c1-46cf-844c-003d240371ad,3163.756347656250000,3163.756347656250000,0.000000000000000
252,254.000000000000000,255.000000000000000,304.000000000000000,39a0ac6c-1ccc-4c37-b5d7-0e850b3eba36,1442534400000.000000000000000,1691164804822.000000000000000, ,Lock/Mills Junction To Andrews/Sky Pond Junction Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,LOCH VALE TRAIL BEYOND LOCH-MILLS JUNCTI,Sky Pond Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,32499, , ,No,Park Trail,LOCK/MILLS JUNC. TO ANDREWS/SKY POND JUNC.,FR-08,FRONT RANGE,1.000000000000000,D,F/E,N,LOCH VALE TRAIL BEYOND LOCH-MILLS JUNCTI,FR-08 Loch/Mills junction to Andrews/Sky Pond jct,1915,892.195196189798025,0.554383283996091,{8B104664-E1DA-483E-82BD-F52B5019DE39},891.872979930000042,Public Map Display,Unrestricted,891.872979926876951,c62a40ed-5dee-4f72-9cb6-898b5d7ad056,3122.964355468750000,3442.523437500000000,-319.559082031250000
253,255.000000000000000,256.000000000000000,305.000000000000000,a29a5586-8be4-476f-b209-5f8ebee450e2,1442534400000.000000000000000,1691164805088.000000000000000, ,Andrews Glacier Trail,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,ANDREWS GLACIER TRAIL,Andrews Glacier Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,32500, , ,No,Park Trail,ANDREWS GLACIER,FR-09,FRONT RANGE,1.000000000000000,E,F,N,ANDREWS GLACIER TRAIL,FR-09 Andrews Glacier,1915,1542.219772698650104,0.958289022271875,{F5C139A5-E1DE-4E39-8A56-886F778F9D50},1541.664725050000015,Public Map Display,Unrestricted,1541.664725046540070,ddcf5920-7c85-4f27-b88a-f471e5474f72,3428.737060546875000,3635.200195312500000,-192.676757812500000
254,256.000000000000000,257.000000000000000,306.000000000000000,7a3eb908-1d36-4d1a-8374-91e089001058,1442534400000.000000000000000,1691164805344.000000000000000, ,Estes Cone Junction - Moore Park Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,STORM PASS TRAIL,Moore Park Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32675, , ,No,Park Trail,ESTES CONE JUNCTION - MOORE PARK,LP-19,LONGS PEAK,2.000000000000000,E,ALL,Y,STORM PASS TRAIL,LP-19 Estes Cone junction - Moore Park,1915,1098.730696942810027,0.682718237667902,{876ED64D-A51E-486A-A201-AFECD809EC12},1098.322874109999930,Public Map Display,Unrestricted,1098.322874107820098,3d989223-e0ee-40cb-bffe-361a054436e3,2889.289306640625000,3137.686279296875000,-248.396972656250000
255,257.000000000000000,258.000000000000000,307.000000000000000,74bac66a-499b-4218-83bb-f806a06c3b08,1442534400000.000000000000000,1691164805648.000000000000000, ,Columbine Ranch - Moore Park Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,STORM PASS TRAIL,Moore Park Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32623, , ,No,Park Trail,COLUMBINE RANCH - MOORE PARK,LP-08,LONGS PEAK,2.000000000000000,D,ALL,Y,STORM PASS TRAIL,LP-08 Columbine Ranch - Moore Park,1915,1073.282693943750019,0.666905613329634,{99F049CD-0D57-4961-AE17-D5028DDFD3CF},1072.883396680000033,Public Map Display,Unrestricted,1072.883396680520036,53f57bbb-1b25-42a9-b3a5-875938eab5e0,2889.289306640625000,2889.289306640625000,0.000000000000000
256,258.000000000000000,259.000000000000000,308.000000000000000,4b03da0b-9d6e-4115-ac57-abdf7583058d,1442534400000.000000000000000,1691164805954.000000000000000, ,North Inlet-Flattop Junction,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,NORTH INLET TRAIL,North Inlet Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,14974, , ,No,Park Trail,NORTH INLET-FLATTOP JUNCTION,WV-10,WEST VALLEYS,4.000000000000000,D,ALL,Y,NORTH INLET TRAIL,WV-10 North Inlet - Flattop junction  CDT,1931,8073.315122484110361,5.016515409914760,{849AFB36-35CC-408B-9B54-235BE4EAD0C4},8070.440344130000085,Public Map Display,Unrestricted,8070.440344125960110,514e0804-bdbe-4089-923e-abcd695ada53,3034.401123046875000,3693.728759765625000,598.697998046875000
257,259.000000000000000,260.000000000000000,309.000000000000000,{91336379-AAD5-459C-8EB0-664279A5F146},1442534400000.000000000000000,1691164806277.000000000000000, ,Sky Pond,Existing,Earth,Hiker/Pedestrian,Geoff Clark,romo_gis,SKY POND TRAIL,Sky Pond Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized,DOQQ,1:24000, ,3-5m,32501, , ,No,Park Trail,SKY POND,FR-10,FRONT RANGE,1.000000000000000,E,F,N,SKY POND TRAIL,FR-10 Sky Pond,1915,624.381551861324965,0.387971933345650,{A6D03636-85DA-4577-813B-0A13C2A93C57},624.156395660000044,Public Map Display,Unrestricted,624.156395662500017,680b828d-7fec-49d4-a8e0-6b40ebe3b5da,3442.523437500000000,3442.523437500000000,0.000000000000000
258,260.000000000000000,261.000000000000000,310.000000000000000,f587b91b-dac3-4258-b1d5-22e05d0b7e79,1442534400000.000000000000000,1691164806539.000000000000000, ,Circle C - Eugenia Mine Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,HORSE ACCESS TO LONGS PEAK TRAIL,Camp Timberline Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,32622, , ,No,Park Trail,CIRCLE C - EUGENIA MINE TRAIL,LP-07,LONGS PEAK,2.000000000000000,D,ALL,Y,HORSE ACCESS TO LONGS PEAK TRAIL,LP-07 Circle C Ranch - Eugenia Mine trail,1915,429.972136920438004,0.267171765002488,{CE9AF6B4-E896-4DA7-986C-8EB883BAFB67},429.812287459999993,Public Map Display,Unrestricted,429.812287461595020,32249304-d238-4e98-9978-fa98db7e8162,2889.289306640625000,2889.289306640625000,0.000000000000000
259,261.000000000000000,262.000000000000000,311.000000000000000,{0234587B-E19F-4DD5-B262-5848C909D355},1442534400000.000000000000000,1691164806840.000000000000000, ,Eugenia Mine Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,EUGENIA MINE TRAIL,Eugenia Mine Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32624, , ,No,Park Trail,EUGENIA MINE,LP-09,LONGS PEAK,2.000000000000000,D,ALL,Y,EUGENIA MINE TRAIL,LP-09 Eugenia Mine,1915,1049.316420353520016,0.652013691119288,{ECDC42C6-0AE2-4225-BFCA-AF9107B18FB0},1048.926779579999902,Public Map Display,Unrestricted,1048.926779582410063,0d2413c6-3cae-4791-995a-e0d865252bb2,2889.289306640625000,3198.983642578125000,-309.694335937500000
260,262.000000000000000,263.000000000000000,312.000000000000000,23dc4db3-a0b2-4d66-a982-2cbe669318f0,1442534400000.000000000000000,1691164807186.000000000000000, ,Eugenia Mine Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,EUGENIA MINE TRAIL,Eugenia Mine Tr.,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32624, , ,No,Park Trail,EUGENIA MINE,LP-09,LONGS PEAK,2.000000000000000,D,ALL,Y,EUGENIA MINE TRAIL,LP-09 Eugenia Mine,1915,301.147638718710027,0.187124093061168,{1328297B-89A8-4DA3-B4FF-CE19806DC142},301.035735190000025,Public Map Display,Unrestricted,301.035735193021992,0df43ff1-cd41-4b07-a49c-35af364f719c,2889.289306640625000,2889.289306640625000,0.000000000000000
261,263.000000000000000,264.000000000000000,313.000000000000000,3e2e2c31-7f8c-4575-bbfb-4c6bb4617c3a,1442534400000.000000000000000,1691164807649.000000000000000, ,North Longs Peak - Upper,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,NORTH LONGS PEAK TRAIL,North Longs Peak Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Digitized/GNSS,Digitized/GNSS,1:10000, ,3-5m,32620, , ,No,Park Trail,NORTH LONGS PEAK - UPPER,LP-05,LONGS PEAK,2.000000000000000,D,ALL,Y,NORTH LONGS PEAK TRAIL,LP-05 North Longs Peak - upper portion,1915,5111.846931886940183,3.176348069892500,{B2EF2586-35BE-43E3-846B-8A6AD7564DB9},5109.969356739999967,Public Map Display,Unrestricted,5109.969356738120041,6c9e5134-11a3-4b86-a1b0-94ece1ffbef0,3125.953613281250000,3826.910644531250000,-700.957031250000000
262,264.000000000000000,265.000000000000000,315.000000000000000,b50e2b4f-aba2-49a7-b84f-d28ca5f03ca9,1442534400000.000000000000000,1691164807968.000000000000000, ,Longs Peak Ranger Station - Jims Grove Trail,Existing,Earth,Hiker/Pedestrian | Pack and Saddle,Geoff Clark,romo_gis,EAST LONGS PEAK TRAIL,East Longs Peak Tr,Standard Terra Trail,Class 3: Developed,NA,National Park Service,True,ROMO,Rocky Mountain National Park,ROMO,IMR,Autonomous GPS,GPS,1:10000, ,3-5m,32616, , ,No,Park Trail,LONGS PEAK RANGER STATION - JIMS GROVE,LP-01,LONGS PEAK,2.000000000000000,D,ALL,Y,EAST LONGS PEAK TRAIL,LP-01 Longs Peak ranger station - Jims Grove,1873,829.381494738716015,0.515352737497841,{91582887-6240-4F1B-8AAA-B353C3E73948},829.072902070000055,Public Map Display,Unrestricted,829.072902065693029,dce43b93-395e-4e4c-a984-d2951971a2bc,2889.289306640625000,2932.580078125000000,-43.290771484375000
